Division Name,District Name,Tehsil Name ,Mauza Name ,Service Centre Type,
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 349/JB SATRAH NAU, Vety. Centre,C
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 349/JB SATRAH NAU, Vety. Centre,C
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 339/JB KAJLA VEROKE,A.I. Sub-Centre,C
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 339/JB KAJLA VEROKE,A.I. Sub-Centre,C
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 417/JB NAWADEY, Vety. Centre,C
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 417/JB NAWADEY, Vety. Centre,C
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 336/JB CHAK ARAIAN, Vety. Centre,C
FAISAL ABAD,TOBA TEK SINGH TEHSIL,GOJRA TEHSIL,CHAK 336/JB CHAK ARAIAN, Vety. Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KOT ISA SHAH, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,LANG SHUMALI, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,JHARKI, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHELA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,BUHLA PATOANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,PIR KOT SIDHANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,SHAH JEEWNA,Vety. Hospital,B
FAISAL ABAD,Jhang,JHANG TEHSIL,SHAH JEEWNA,Vety. Hospital,B
FAISAL ABAD,Jhang,JHANG TEHSIL,RATA MATTA SHUMALI, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,PINDI MADDOKI, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,MALHUANA,Vety. Hospital,C
FAISAL ABAD,Jhang,JHANG TEHSIL,MALHUANA,Vety. Hospital,C
FAISAL ABAD,Jhang,JHANG TEHSIL,MALHUANA,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,MAJHI SULTAN, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,MOHAL, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,HAVELI LAL, Vety. Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,LAK BADHAR, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,BAGH,Vety. Hospital,B
FAISAL ABAD,Jhang,JHANG TEHSIL,BAGH,Vety. Hospital,B
FAISAL ABAD,Jhang,JHANG TEHSIL,BAGH,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KOT SAQI SINGH, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CIVIL STATION, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 270, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 231, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,NANGIANWALA CHAK NO 250, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 165, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 170,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 160, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,JABBOANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,UCHGAL IMAM, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,DARGAHI SHAH, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHUND BHARWANA,Vety. Hospital,B
FAISAL ABAD,Jhang,JHANG TEHSIL,CHUND BHARWANA,Vety. Hospital,B
FAISAL ABAD,Jhang,JHANG TEHSIL,CHUND BHARWANA,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,BIR WALI, Vety. Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KARI WALA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KHANUANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,MUKHIANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,SATIANA,Vety. Hospital,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KHEWA,Vety. Hospital,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KHEWA,Vety. Hospital,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KHEWA,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 446, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 441, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KOT SHAKIR, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,MARI SHAH SAKHIRA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,RASHID PUR, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,BHARERI, Vety. Centre,C
FAISAL ABAD,Jhang,JHANG TEHSIL,18-HAZARI,Vety. Hospital,B
FAISAL ABAD,Jhang,JHANG TEHSIL,18-HAZARI,Vety. Hospital,B
FAISAL ABAD,Jhang,JHANG TEHSIL,18-HAZARI,A.I. Centre,A
FAISAL ABAD,Jhang,JHANG TEHSIL,18-HAZARI,A.I. Centre,A
FAISAL ABAD,Jhang,JHANG TEHSIL,CHATTA DILAWARI, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,KHAURIAN WALA, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK KAURIANA SHUMALI, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,CHAK 265, Vety. Dispensary,C
FAISAL ABAD,Jhang,JHANG TEHSIL,DOSA, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,BASTI WARYAM,Vety. Hospital,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,BASTI WARYAM,Vety. Hospital,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,BASTI WARYAM, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,BASTI WARYAM,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,GHUMMAN MARI, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,CHAK NO.17GAGH, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,CHAK NO.500/JB, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,MAHRAM SIAL, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,MAHRAM SIAL, Vety. Dispensary,C
GUJRANWALA,SIALKOT,SIALKOT TEHSIL,BELA PHULAIAN WALA,Vety. Hospital,B
FAISAL ABAD,Jhang,SHORKOT TEHSIL,RUSTAM SARGANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,ALLAH YAR JUTTA, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,KOT MIRZA, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,SHAH SADIQE NIHANG, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,QAIM BHARWANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,QAIM BHARWANA,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,KHARAN WALA, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,CHAK.NO.478 J.B, Vety. Dispensary,C
FAISAL ABAD,Jhang,SHORKOT TEHSIL,CHAK NO.493/JB, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 152, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 138, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 134 J.B, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,BHAWANA,Vety. Hospital,A
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,BHAWANA,A.I. Sub-Centre,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,LALIAN,Vety. Hospital,A
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,LALIAN,A.I. Sub-Centre,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,KANDIWAL, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,LANGER MAKHDOM, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,THATTI BALA RAJA, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,HARSE SHEIKH, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,HARSE SHEIKH,A.I. Sub-Centre,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.13, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.13,A.I. Sub-Centre,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 241, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 246, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 206, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.155 J.B, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 199,Vety. Hospital,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK 199,A.I. Sub-Centre,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,BAHIWAL, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,INAIT PUR, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,KOT AMIRA, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,RAJOA, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.125/J.B, Vety. Dispensary,C
FAISAL ABAD,Chiniot,CHINIOT TEHSIL,CHAK NO.125/J.B,A.I. Centre,B
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,KOT BAHADUR SHAH,Vety. Hospital,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,KOT BAHADUR SHAH,Vety. Hospital,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,FATEH PUR PIRTI, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,JUSA, Vety. Centre,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,KOT MAPAL, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,KOT MAPAL, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,HASSU BALAEL, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,HAVELI JIWAN SHAH, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,HAVELI JIWAN SHAH, Vety. Dispensary,C
GUJRANWALA,SIALKOT,SIALKOT TEHSIL,SIALKOT,Vety. Hospital,A
GUJRANWALA,SIALKOT,SIALKOT TEHSIL,SIALKOT,Mobile Vety. Dispencery,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,HAZARAT SULTAN BAHU, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GARH MAHARAJA,Vety. Hospital,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GARH MAHARAJA,Vety. Hospital,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GARH MAHARAJA,A.I. Centre,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GARH MAHARAJA,A.I. Centre,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GUDARA, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,GUDARA,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,PIR ABDUR REHMAN SHAMALI, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL,Vety. Hospital,A
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL,Vety. Hospital,A
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL,Mobile Vety. Dispencery,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL,Mobile Vety. Dispencery,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,AHMED PUR SIAL,A.I. Sub-Centre,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,SAMANDOANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,SAMANDOANA, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,RANJIT KOT, Vety. Dispensary,C
FAISAL ABAD,Jhang,AHMAD PUR SIAL TEHSIL,RANJIT KOT, Vety. Dispensary,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,BOCHRA KOHNA, Vety. Dispensary,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,DHIROWAL, Vety. Dispensary,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,LAKHI WAL,Vety. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAHIWAL,Vety. Hospital,A
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAHIWAL,Mobile Vety. Dispencery,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAHIWAL,A.I. Sub-Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,CHOHAL,Vety. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,WIJHA,Vety. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,KOT CHOGHATA,Vety. Hospital,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,KOT CHOGHATA,A.I. Sub-Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAIL DHOLKA, Vety. Dispensary,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAHIBA,Vety. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,FAROKA,Vety. Hospital,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,FAROKA,A.I. Sub-Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SAJOKA, Vety. Dispensary,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,DERA,Vety. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,RAJJA,Vety. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SIAL SHARIF,A.I. Sub-Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,RABANA, Vety. Dispensary,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SANDHRANA,Vety. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,TARKHAN WALA,Vety. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,JAHANIAN SHAH,Vety. Hospital,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,JAHANIAN SHAH,A.I. Sub-Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,SHAH PUR KANJU,A.I. Centre,C
SAHIWAL,SAHIWAL,SAHIWAL TEHSIL,MAJUKA,Vety. Centre,C
Multan,Multan,Multan,MULTAN CITY,Vety. Hospital,A
Multan,Multan,Multan,MULTAN CITY,Mobile Vety. Dispencery,C
Multan,Multan,Multan,MULTAN CITY,A.I. Centre,B
BAHAWALPUR,BAHAWALPUR ,BAHAWALPUR SADDAR TEHSIL,Bhawalpur,Vety. Hospital,A
Multan,Multan,Multan,SANMURANA,Vety. Hospital,C
Multan,Multan,Multan,GITH BARABAR,Vety. Centre,C
Multan,Multan,Multan,NAWABPUR AWAL,Vety. Hospital,C
Multan,Multan,Multan,SALEH MUHA,Vety. Centre,C
Multan,Multan,Multan,MUKHDOON RASHID,A.I. Sub-Centre,C
Multan,Multan,Multan,BOOTE WALA,A.I. Sub-Centre,C
Multan,Multan,Multan,BOSAN,Vety. Hospital,C
Multan,Multan,Multan,BOSAN,A.I. Sub-Centre,C
Multan,Multan,Multan,ALPA, Vety. Dispensary,C
Multan,Multan,Multan,ALPA,A.I. Sub-Centre,C
Multan,Multan,Multan,HAMID PUR MORKHA,Vety. Hospital,C
Multan,Multan,Multan,KHADAL,Vety. Centre,C
Multan,Multan,Multan,JHOK VAINS PARLE,A.I. Sub-Centre,C
Multan,Multan,Multan,MATTI TAL,Vety. Centre,C
Multan,Multan,Multan,MATTI TAL,A.I. Sub-Centre,C
Multan,Multan,Multan,JHOK VAINS WARLI,Vety. Centre,C
Multan,Multan,Multan,PANJ-KOHA,Vety. Centre,C
Multan,Multan,Multan,RAI PUR,Vety. Centre,C
Multan,Multan,Multan,RAI PUR,A.I. Sub-Centre,C
Multan,Multan,Multan,QADIR PUR RAWAN GHARBI,Vety. Hospital,B
Multan,Multan,Multan,KABIR PUR,Vety. Centre,C
Multan,Multan,Multan,KABIR PUR,A.I. Sub-Centre,C
Multan,Multan,Multan,JAHANGIR ABAD,Vety. Centre,C
Multan,Multan,Multan,LAR,Vety. Centre,C
Multan,Multan,Multan,QASBA CHHARUM,Vety. Hospital,C
Multan,Multan,Multan,SHER SHAH,Vety. Hospital,B
Multan,Multan,Multan,SHER SHAH,A.I. Sub-Centre,C
Multan,Multan,Multan,KHOKHAR,Vety. Centre,C
Multan,Multan,Multan,KHOKHAR,A.I. Sub-Centre,C
Multan,Multan,Multan,TARA GARH, Vety. Dispensary,C
Multan,Multan,Multan,TARA GARH,A.I. Sub-Centre,C
Multan,Multan,Multan,BANDA SINDHILA,Vety. Centre,C
Multan,Multan,Multan,BANDA SINDHILA,A.I. Sub-Centre,C
Multan,Multan,Multan,HAMID PUR KANAURA,A.I. Sub-Centre,C
Multan,Multan,Multan,QADIR PUR LAR,Vety. Centre,C
Multan,Multan,Multan,QADIR PUR LAR,A.I. Sub-Centre,C
Multan,Multan,Multan,PIR TANNUN, Vety. Dispensary,C
Multan,Multan,Multan,4/FAIZ,Vety. Centre,C
Multan,Multan,Multan,5/FAIZ,A.I. Sub-Centre,C
Multan,Multan,Multan,MAKHDOOM PUR,Vety. Hospital,C
Multan,Multan,Multan,WEHE KARAR WALA,Vety. Centre,C
Multan,Multan,Multan,WEHE KARAR WALA,A.I. Sub-Centre,C
Multan,Multan,Multan,20/M.R.,Vety. Hospital,C
Multan,Multan,Multan,20/M.R.,A.I. Sub-Centre,C
Multan,Multan,Multan,CHAK NO.14 FAIZ,A.I. Sub-Centre,C
Multan,Multan,Multan,DOGRANA,Vety. Hospital,B
Multan,Multan,Multan,DOGRANA,Vety. Centre,C
Multan,Multan,Multan,DOGRANA,A.I. Sub-Centre,C
Multan,Multan,Multan,MULLAN FAQIR,Vety. Centre,C
Multan,Multan,Multan,MULLAN FAQIR,A.I. Sub-Centre,C
Multan,Multan,Multan,JHOK LASHKAR PUR,A.I. Sub-Centre,C
Multan,Multan,Multan,KOTHI WALA JANUBI,Vety. Centre,C
Multan,Multan,Multan,TATE PUR,Vety. Hospital,C
Multan,Multan,Multan,TATE PUR,A.I. Sub-Centre,C
Multan,Multan,Multan,RAWANI,A.I. Sub-Centre,C
Multan,Multan,Multan,BANGLE WALA GHARBI,Vety. Centre,C
Multan,Multan,Multan,LOTHER, Vety. Dispensary,C
Multan,Multan,Multan,LOTHER,A.I. Sub-Centre,C
Multan,Multan,Multan,KOTLA MAHARAN, Vety. Dispensary,C
Multan,Multan,Multan,KOTLA MAHARAN,A.I. Sub-Centre,C
Multan,Multan,Multan,13/M.R., Vety. Dispensary,C
Multan,Multan,Multan,1/M.R.,Vety. Centre,C
Multan,Multan,Multan,14/M.R., Vety. Dispensary,C
Multan,Multan,Multan,11/M.R.,Vety. Centre,C
Multan,Multan,Multan,19/M.R.,Vety. Centre,C
Multan,Multan,Multan,GHARE BHAN,Vety. Centre,C
Multan,Multan,Multan,10/T, Vety. Dispensary,C
Multan,Multan,Shuja Abad Tehsil,CHAK, Vety. Dispensary,C
Multan,Multan,Shuja Abad Tehsil,CHAK,A.I. Sub-Centre,C
Multan,Multan,Shuja Abad Tehsil,PAUNTA, Vety. Dispensary,C
Multan,Multan,Shuja Abad Tehsil,PAUNTA,A.I. Sub-Centre,C
Multan,Multan,Shuja Abad Tehsil,SHUJA-ABAD,Vety. Hospital,A
Multan,Multan,Shuja Abad Tehsil,MAHIRA,Vety. Centre,C
Multan,Multan,Shuja Abad Tehsil,SHAH PURABHA JANUBI,Vety. Centre,C
Multan,Multan,Shuja Abad Tehsil,BIGRAIN, Vety. Dispensary,C
Multan,Multan,Shuja Abad Tehsil,BIGRAIN,A.I. Sub-Centre,C
Multan,Multan,Shuja Abad Tehsil,JALAL PUR KHAKHI, Vety. Dispensary,C
Multan,Multan,Shuja Abad Tehsil,RASOOL PUR JANUBI,Vety. Centre,C
Multan,Multan,Shuja Abad Tehsil,KHANPUR,A.I. Sub-Centre,C
Multan,Multan,Shuja Abad Tehsil,KHANPUR,Vety. Centre,C
Multan,Multan,Shuja Abad Tehsil,SKINDAR ABAD GHARBI, Vety. Dispensary,C
Multan,Multan,Shuja Abad Tehsil,SKINDAR ABAD GHARBI,A.I. Sub-Centre,C
Multan,Multan,Shuja Abad Tehsil,NASEER PUR,A.I. Sub-Centre,C
Multan,Multan,Shuja Abad Tehsil,NASEER PUR,Vety. Centre,C
Multan,Multan,Shuja Abad Tehsil,WAHI RAJA RAM,A.I. Sub-Centre,C
Multan,Multan,Shuja Abad Tehsil,WAHI RAJA RAM,Vety. Centre,C
Multan,Multan,Shuja Abad Tehsil,KOTLI NAJABAT JANUBI, Vety. Dispensary,C
Multan,Multan,Shuja Abad Tehsil,MATOTLI, Vety. Dispensary,C
Multan,Multan,Shuja Abad Tehsil,MATOTLI,A.I. Sub-Centre,C
Multan,Multan,Jalapur Pir Wala ,ALI PUR, Vety. Dispensary,C
Multan,Multan,Jalapur Pir Wala ,ALI PUR,A.I. Sub-Centre,C
Multan,Multan,Jalapur Pir Wala ,GHAZI PUR,Vety. Centre,C
Multan,Multan,Jalapur Pir Wala ,BET KECH JANUBI, Vety. Dispensary,C
Multan,Multan,Jalapur Pir Wala ,BET KECH JANUBI,A.I. Sub-Centre,C
Multan,Multan,Jalapur Pir Wala ,SABRA, Vety. Dispensary,C
Multan,Multan,Jalapur Pir Wala ,DARAB PUR GHARBI,Vety. Centre,C
Multan,Multan,Jalapur Pir Wala ,KOTLA CHAKAR, Vety. Dispensary,C
Multan,Multan,Jalapur Pir Wala ,KOTLA CHAKAR,A.I. Sub-Centre,C
Multan,Multan,Jalapur Pir Wala ,BAHADAR PUR SHUMALI,A.I. Sub-Centre,C
Multan,Multan,Jalapur Pir Wala ,BAHADAR PUR SHUMALI,Vety. Centre,C
Multan,Multan,Jalapur Pir Wala ,JALAL PUR PIR WALA,A.I. Sub-Centre,C
Multan,Multan,Jalapur Pir Wala ,JALAL PUR PIR WALA,Vety. Hospital,A
Multan,Multan,Jalapur Pir Wala ,KARAM ALI WALA,Vety. Centre,C
Multan,Multan,Jalapur Pir Wala ,BASTI LONG, Vety. Dispensary,C
Multan,Multan,Jalapur Pir Wala ,KANUN  SHUMALI,Vety. Centre,C
Multan,Multan,Jalapur Pir Wala ,JHAN PUR,Vety. Centre,C
Multan,Multan,Jalapur Pir Wala ,JANG WALA,A.I. Sub-Centre,C
Multan,Multan,Jalapur Pir Wala ,INAYAT PUR,Vety. Centre,C
Multan,Lodhran,LODHRAN TEHSIL,LODHRAN,A.I. Centre,B
Multan,Lodhran,LODHRAN TEHSIL,LODHRAN,Vety. Hospital,A
Multan,Lodhran,LODHRAN TEHSIL,DANORAN,Vety. Centre,C
Multan,Lodhran,LODHRAN TEHSIL,KOT LAL SHAH,Vety. Centre,C
Multan,Lodhran,LODHRAN TEHSIL,WAHI ALI ARAIN, Vety. Dispensary,C
Multan,Lodhran,LODHRAN TEHSIL,GOGRAN, Vety. Dispensary,C
Multan,Lodhran,LODHRAN TEHSIL,GOGRAN,A.I. Sub-Centre,C
Multan,Lodhran,LODHRAN TEHSIL,SUMRA,Vety. Centre,C
Multan,Lodhran,LODHRAN TEHSIL,CHAK HUMTAH, Vety. Dispensary,C
Multan,Lodhran,LODHRAN TEHSIL,RAJA PUR JANUBI,Vety. Centre,C
Multan,Lodhran,LODHRAN TEHSIL,RAWANI,A.I. Sub-Centre,C
Multan,Lodhran,LODHRAN TEHSIL,MALIK PUR, Vety. Dispensary,C
Multan,Lodhran,LODHRAN TEHSIL,QURESHI WALA, Vety. Centre,C
Multan,Lodhran,LODHRAN TEHSIL,KHANWAH JANUBI, Vety. Dispensary,C
Multan,Lodhran,LODHRAN TEHSIL,CHHAMB KALYAR, Vety. Dispensary,C
Multan,Lodhran,Dunya Pur,253/W.B,Vety. Centre,C
Multan,Lodhran,Dunya Pur,297/W.B,Vety. Centre,C
Multan,Lodhran,Dunya Pur,JHANDER WAH,Vety. Hospital,C
Multan,Lodhran,Dunya Pur,LADHA,Vety. Centre,C
Multan,Lodhran,Dunya Pur,QUTAB PUR,Vety. Centre,C
Multan,Lodhran,Dunya Pur,343/W.B,Vety. Centre,C
Multan,Lodhran,Dunya Pur,DUNIA PUR SHARQI,Vety. Hospital,A
Multan,Lodhran,Dunya Pur,33/M,Vety. Centre,C
Multan,Lodhran,Dunya Pur,26/M, Vety. Dispensary,C
Multan,Lodhran,Dunya Pur,14/M, Vety. Dispensary,C
Multan,Lodhran,Dunya Pur,MAKHDOM ALI,Vety. Hospital,B
Multan,Lodhran,Dunya Pur,376/W.B., Vety. Dispensary,C
Multan,Lodhran,Dunya Pur,JALLA ARIAN, Vety. Dispensary,C
Multan,Lodhran,Dunya Pur,353/W.B., Vety. Dispensary,C
Multan,Lodhran,KAROR PACCA TEHSIL,SHAH PUR,Vety. Hospital,C
Multan,Lodhran,KAROR PACCA TEHSIL,NASIR-UD-DIN WAHIN,Vety. Centre,C
Multan,Lodhran,KAROR PACCA TEHSIL,PACCA,A.I. Centre,C
Multan,Lodhran,KAROR PACCA TEHSIL,PACCA,Vety. Hospital,A
Multan,Lodhran,KAROR PACCA TEHSIL,RANA WAHAN,Vety. Centre,C
Multan,Lodhran,KAROR PACCA TEHSIL,KOT KORA JHANDA,A.I. Sub-Centre,C
Multan,Lodhran,KAROR PACCA TEHSIL,RIND JADA,A.I. Sub-Centre,C
